algorithm,edge_selection,inc_init,onion_init,area,cgal_area,pick_area,poly_to_ch_ratio,time,is_simple,points,points_on_poly,in_file
incremental,1,1a,-1,102572,102572,-1,0.612809,0.033,1,10,10,uniform-0000010-1
incremental,1,1b,-1,86164,86164,-1,0.514781,0.034,1,10,10,uniform-0000010-1
incremental,1,2a,-1,115480,115480,-1,0.689927,0.034,1,10,10,uniform-0000010-1
incremental,1,2b,-1,87020,87020,-1,0.519895,0.036,1,10,10,uniform-0000010-1
incremental,2,1a,-1,71780,71780,-1,0.428845,0.023,1,10,10,uniform-0000010-1
incremental,2,1b,-1,87020,87020,-1,0.519895,0.024,1,10,10,uniform-0000010-1
incremental,2,2a,-1,95218,95218,-1,0.568873,0.026,1,10,10,uniform-0000010-1
incremental,2,2b,-1,81938,81938,-1,0.489533,0.137,1,10,10,uniform-0000010-1
incremental,3,1a,-1,131092,131092,-1,0.783200,0.02,1,10,10,uniform-0000010-1
incremental,3,1b,-1,124302,124302,-1,0.742634,0.027,1,10,10,uniform-0000010-1
incremental,3,2a,-1,141824,141824,-1,0.847317,0.028,1,10,10,uniform-0000010-1
incremental,3,2b,-1,121446,121446,-1,0.725571,0.026,1,10,10,uniform-0000010-1
incremental,1,1a,-1,67534116,67534116,-1,0.629862,0.094,1,10,10,london-0000010
incremental,1,1b,-1,61086304,61086304,-1,0.569726,0.035,1,10,10,london-0000010
incremental,1,2a,-1,61321014,61321014,-1,0.571915,0.036,1,10,10,london-0000010
incremental,1,2b,-1,72229356,72229356,-1,0.673652,0.039,1,10,10,london-0000010
incremental,2,1a,-1,67394826,67394826,-1,0.628563,0.024,1,10,10,london-0000010
incremental,2,1b,-1,51617062,51617062,-1,0.481410,0.029,1,10,10,london-0000010
incremental,2,2a,-1,29663362,29663362,-1,0.276657,0.029,1,10,10,london-0000010
incremental,2,2b,-1,59279566,59279566,-1,0.552875,0.029,1,10,10,london-0000010
incremental,3,1a,-1,82422678,82422678,-1,0.768721,0.028,1,10,10,london-0000010
incremental,3,1b,-1,85022150,85022150,-1,0.792965,0.032,1,10,10,london-0000010
incremental,3,2a,-1,79480558,79480558,-1,0.741281,0.033,1,10,10,london-0000010
incremental,3,2b,-1,87996452,87996452,-1,0.820705,0.033,1,10,10,london-0000010
incremental,1,1a,-1,23532808,23532808,-1,0.737558,0.037,1,10,10,euro-night-0000010
incremental,1,1b,-1,21429148,21429148,-1,0.671626,0.032,1,10,10,euro-night-0000010
incremental,1,2a,-1,24777422,24777422,-1,0.776566,0.034,1,10,10,euro-night-0000010
incremental,1,2b,-1,21429148,21429148,-1,0.671626,0.035,1,10,10,euro-night-0000010
incremental,2,1a,-1,12394688,12394688,-1,0.388471,0.024,1,10,10,euro-night-0000010
incremental,2,1b,-1,17917108,17917108,-1,0.561553,0.022,1,10,10,euro-night-0000010
incremental,2,2a,-1,15402292,15402292,-1,0.482734,0.025,1,10,10,euro-night-0000010
incremental,2,2b,-1,22066906,22066906,-1,0.691614,0.025,1,10,10,euro-night-0000010
incremental,3,1a,-1,25043960,25043960,-1,0.784920,0.038,1,10,10,euro-night-0000010
incremental,3,1b,-1,25185518,25185518,-1,0.789357,0.032,1,10,10,euro-night-0000010
incremental,3,2a,-1,25290384,25290384,-1,0.792644,0.029,1,10,10,euro-night-0000010
incremental,3,2b,-1,25439656,25439656,-1,0.797322,0.026,1,10,10,euro-night-0000010
incremental,1,1a,-1,10271596,10271596,-1,0.706442,0.034,1,10,10,us-night-0000010
incremental,1,1b,-1,9434188,9434188,-1,0.648848,0.032,1,10,10,us-night-0000010
incremental,1,2a,-1,11681690,11681690,-1,0.803423,0.06,1,10,10,us-night-0000010
incremental,1,2b,-1,9973520,9973520,-1,0.685942,0.035,1,10,10,us-night-0000010
incremental,2,1a,-1,9808126,9808126,-1,0.674566,0.021,1,10,10,us-night-0000010
incremental,2,1b,-1,6978962,6978962,-1,0.479987,0.028,1,10,10,us-night-0000010
incremental,2,2a,-1,6929914,6929914,-1,0.476614,0.025,1,10,10,us-night-0000010
incremental,2,2b,-1,10867808,10867808,-1,0.747447,0.113,1,10,10,us-night-0000010
incremental,3,1a,-1,12159534,12159534,-1,0.836287,0.026,1,10,10,us-night-0000010
incremental,3,1b,-1,9973520,9973520,-1,0.685942,0.027,1,10,10,us-night-0000010
incremental,3,2a,-1,12319388,12319388,-1,0.847282,0.03,1,10,10,us-night-0000010
incremental,3,2b,-1,10648386,10648386,-1,0.732356,0.027,1,10,10,us-night-0000010
incremental,1,1a,-1,119890,119890,-1,0.767738,0.031,1,10,10,uniform-0000010-2
incremental,1,1b,-1,78768,78768,-1,0.504406,0.032,1,10,10,uniform-0000010-2
incremental,1,2a,-1,133910,133910,-1,0.857518,0.035,1,10,10,uniform-0000010-2
incremental,1,2b,-1,90760,90760,-1,0.581199,0.035,1,10,10,uniform-0000010-2
incremental,2,1a,-1,77254,77254,-1,0.494711,0.023,1,10,10,uniform-0000010-2
incremental,2,1b,-1,51568,51568,-1,0.330225,0.027,1,10,10,uniform-0000010-2
incremental,2,2a,-1,51568,51568,-1,0.330225,0.027,1,10,10,uniform-0000010-2
incremental,2,2b,-1,90760,90760,-1,0.581199,0.028,1,10,10,uniform-0000010-2
incremental,3,1a,-1,141112,141112,-1,0.903637,0.024,1,10,10,uniform-0000010-2
incremental,3,1b,-1,133886,133886,-1,0.857364,0.02,1,10,10,uniform-0000010-2
incremental,3,2a,-1,140296,140296,-1,0.898412,0.022,1,10,10,uniform-0000010-2
incremental,3,2b,-1,140296,140296,-1,0.898412,0.022,1,10,10,uniform-0000010-2
incremental,1,1a,-1,59668179104,59668179104,-1,0.429826,0.037,1,10,10,stars-0000010
incremental,1,1b,-1,107475116826,107475116826,-1,0.774209,0.034,1,10,10,stars-0000010
incremental,1,2a,-1,96869656400,96869656400,-1,0.697811,0.039,1,10,10,stars-0000010
incremental,1,2b,-1,91628636540,91628636540,-1,0.660057,0.044,1,10,10,stars-0000010
incremental,2,1a,-1,59925818086,59925818086,-1,0.431682,0.028,1,10,10,stars-0000010
incremental,2,1b,-1,92333671260,92333671260,-1,0.665136,0.026,1,10,10,stars-0000010
incremental,2,2a,-1,42450068058,42450068058,-1,0.305794,0.026,1,10,10,stars-0000010
incremental,2,2b,-1,79196703476,79196703476,-1,0.570502,0.07,1,10,10,stars-0000010
incremental,3,1a,-1,104930649890,104930649890,-1,0.755879,0.025,1,10,10,stars-0000010
incremental,3,1b,-1,115085241372,115085241372,-1,0.829029,0.033,1,10,10,stars-0000010
incremental,3,2a,-1,115556892204,115556892204,-1,0.832427,0.027,1,10,10,stars-0000010
incremental,3,2b,-1,100379077262,100379077262,-1,0.723092,0.032,1,10,10,stars-0000010
incremental,1,1a,-1,90603048,90603048,-1,0.667894,0.066,1,15,15,london-0000015
incremental,1,1b,-1,98623616,98623616,-1,0.727019,0.055,1,15,15,london-0000015
incremental,1,2a,-1,70653232,70653232,-1,0.520831,0.068,1,15,15,london-0000015
incremental,1,2b,-1,81698084,81698084,-1,0.602250,0.123,1,15,15,london-0000015
incremental,2,1a,-1,72059332,72059332,-1,0.531196,0.047,1,15,15,london-0000015
incremental,2,1b,-1,70515538,70515538,-1,0.519816,0.051,1,15,15,london-0000015
incremental,2,2a,-1,28207930,28207930,-1,0.207939,0.051,1,15,15,london-0000015
incremental,2,2b,-1,23124390,23124390,-1,0.170465,0.051,1,15,15,london-0000015
incremental,3,1a,-1,86055088,86055088,-1,0.634368,0.063,1,15,15,london-0000015
incremental,3,1b,-1,109571524,109571524,-1,0.807723,0.06,1,15,15,london-0000015
incremental,3,2a,-1,118904488,118904488,-1,0.876523,0.058,1,15,15,london-0000015
incremental,3,2b,-1,120234218,120234218,-1,0.886325,0.056,1,15,15,london-0000015
incremental,1,1a,-1,17928036,17928036,-1,0.428337,0.065,1,15,15,euro-night-0000015
incremental,1,1b,-1,20214410,20214410,-1,0.482963,0.057,1,15,15,euro-night-0000015
incremental,1,2a,-1,31674044,31674044,-1,0.756756,0.068,1,15,15,euro-night-0000015
incremental,1,2b,-1,18341312,18341312,-1,0.438211,0.064,1,15,15,euro-night-0000015
incremental,2,1a,-1,14818330,14818330,-1,0.354040,0.096,1,15,15,euro-night-0000015
incremental,2,1b,-1,9767138,9767138,-1,0.233356,0.042,1,15,15,euro-night-0000015
incremental,2,2a,-1,17462826,17462826,-1,0.417222,0.058,1,15,15,euro-night-0000015
incremental,2,2b,-1,17414134,17414134,-1,0.416058,0.049,1,15,15,euro-night-0000015
incremental,3,1a,-1,30021734,30021734,-1,0.717279,0.051,1,15,15,euro-night-0000015
incremental,3,1b,-1,30845696,30845696,-1,0.736965,0.048,1,15,15,euro-night-0000015
incremental,3,2a,-1,33864010,33864010,-1,0.809079,0.058,1,15,15,euro-night-0000015
incremental,3,2b,-1,34254550,34254550,-1,0.818410,0.063,1,15,15,euro-night-0000015
incremental,1,1a,-1,32983582,32983582,-1,0.471840,0.118,1,15,15,us-night-0000015
incremental,1,1b,-1,42513338,42513338,-1,0.608166,0.06,1,15,15,us-night-0000015
incremental,1,2a,-1,39742396,39742396,-1,0.568527,0.071,1,15,15,us-night-0000015
incremental,1,2b,-1,34065546,34065546,-1,0.487318,0.064,1,15,15,us-night-0000015
incremental,2,1a,-1,33952632,33952632,-1,0.485703,0.046,1,15,15,us-night-0000015
incremental,2,1b,-1,38197228,38197228,-1,0.546423,0.04,1,15,15,us-night-0000015
incremental,2,2a,-1,31244010,31244010,-1,0.446955,0.129,1,15,15,us-night-0000015
incremental,2,2b,-1,24968996,24968996,-1,0.357189,0.049,1,15,15,us-night-0000015
incremental,3,1a,-1,48170186,48170186,-1,0.689089,0.044,1,15,15,us-night-0000015
incremental,3,1b,-1,49776542,49776542,-1,0.712069,0.051,1,15,15,us-night-0000015
incremental,3,2a,-1,52657070,52657070,-1,0.753275,0.054,1,15,15,us-night-0000015
incremental,3,2b,-1,47731066,47731066,-1,0.682807,0.052,1,15,15,us-night-0000015
incremental,1,1a,-1,295846,295846,-1,0.697987,0.051,1,15,15,uniform-0000015-1
incremental,1,1b,-1,265868,265868,-1,0.627260,0.104,1,15,15,uniform-0000015-1
incremental,1,2a,-1,186514,186514,-1,0.440041,0.059,1,15,15,uniform-0000015-1
incremental,1,2b,-1,244030,244030,-1,0.575738,0.063,1,15,15,uniform-0000015-1
incremental,2,1a,-1,187216,187216,-1,0.441697,0.038,1,15,15,uniform-0000015-1
incremental,2,1b,-1,132570,132570,-1,0.312771,0.04,1,15,15,uniform-0000015-1
incremental,2,2a,-1,202388,202388,-1,0.477492,0.045,1,15,15,uniform-0000015-1
incremental,2,2b,-1,231824,231824,-1,0.546940,0.049,1,15,15,uniform-0000015-1
incremental,3,1a,-1,355934,355934,-1,0.839752,0.039,1,15,15,uniform-0000015-1
incremental,3,1b,-1,358190,358190,-1,0.845075,0.046,1,15,15,uniform-0000015-1
incremental,3,2a,-1,366102,366102,-1,0.863741,0.113,1,15,15,uniform-0000015-1
incremental,3,2b,-1,320082,320082,-1,0.755167,0.067,1,15,15,uniform-0000015-1
incremental,1,1a,-1,93276698374,93276698374,-1,0.613360,0.059,1,15,15,stars-0000015
incremental,1,1b,-1,70287538470,70287538470,-1,0.462190,0.054,1,15,15,stars-0000015
incremental,1,2a,-1,95104015828,95104015828,-1,0.625376,0.061,1,15,15,stars-0000015
incremental,1,2b,-1,93823588032,93823588032,-1,0.616956,0.062,1,15,15,stars-0000015
incremental,2,1a,-1,63553232778,63553232778,-1,0.417907,0.036,1,15,15,stars-0000015
incremental,2,1b,-1,60865762584,60865762584,-1,0.400235,0.038,1,15,15,stars-0000015
incremental,2,2a,-1,77299694270,77299694270,-1,0.508300,0.047,1,15,15,stars-0000015
incremental,2,2b,-1,86681515316,86681515316,-1,0.569992,0.044,1,15,15,stars-0000015
incremental,3,1a,-1,128794371106,128794371106,-1,0.846914,0.049,1,15,15,stars-0000015
incremental,3,1b,-1,121463232906,121463232906,-1,0.798707,0.041,1,15,15,stars-0000015
incremental,3,2a,-1,115780212624,115780212624,-1,0.761337,0.048,1,15,15,stars-0000015
incremental,3,2b,-1,114753863886,114753863886,-1,0.754588,0.051,1,15,15,stars-0000015
incremental,1,1a,-1,283734,283734,-1,0.684478,0.112,1,15,15,uniform-0000015-2
incremental,1,1b,-1,218162,218162,-1,0.526293,0.072,1,15,15,uniform-0000015-2
incremental,1,2a,-1,287330,287330,-1,0.693153,0.06,1,15,15,uniform-0000015-2
incremental,1,2b,-1,250574,250574,-1,0.604483,0.059,1,15,15,uniform-0000015-2
incremental,2,1a,-1,203938,203938,-1,0.491979,0.039,1,15,15,uniform-0000015-2
incremental,2,1b,-1,220502,220502,-1,0.531938,0.035,1,15,15,uniform-0000015-2
incremental,2,2a,-1,233312,233312,-1,0.562840,0.055,1,15,15,uniform-0000015-2
incremental,2,2b,-1,219066,219066,-1,0.528473,0.035,1,15,15,uniform-0000015-2
incremental,3,1a,-1,307878,307878,-1,0.742723,0.04,1,15,15,uniform-0000015-2
incremental,3,1b,-1,325814,325814,-1,0.785992,0.045,1,15,15,uniform-0000015-2
incremental,3,2a,-1,256364,256364,-1,0.618451,0.04,1,15,15,uniform-0000015-2
incremental,3,2b,-1,363484,363484,-1,0.876867,0.051,1,15,15,uniform-0000015-2
incremental,1,1a,-1,106488680,106488680,-1,0.477173,0.094,1,20,20,london-0000020
incremental,1,1b,-1,125625228,125625228,-1,0.562923,0.17,1,20,20,london-0000020
incremental,1,2a,-1,94080670,94080670,-1,0.421573,0.09,1,20,20,london-0000020
incremental,1,2b,-1,116918004,116918004,-1,0.523906,0.092,1,20,20,london-0000020
incremental,2,1a,-1,78433106,78433106,-1,0.351456,0.065,1,20,20,london-0000020
incremental,2,1b,-1,68129360,68129360,-1,0.305286,0.076,1,20,20,london-0000020
incremental,2,2a,-1,80661262,80661262,-1,0.361441,0.082,1,20,20,london-0000020
incremental,2,2b,-1,103902788,103902788,-1,0.465585,0.066,1,20,20,london-0000020
incremental,3,1a,-1,176485826,176485826,-1,0.790828,0.085,1,20,20,london-0000020
incremental,3,1b,-1,168784482,168784482,-1,0.756318,0.076,1,20,20,london-0000020
incremental,3,2a,-1,167543422,167543422,-1,0.750757,0.089,1,20,20,london-0000020
incremental,3,2b,-1,166045010,166045010,-1,0.744043,0.075,1,20,20,london-0000020
incremental,1,1a,-1,167045181836,167045181836,-1,0.729600,0.187,1,20,20,stars-0000020
incremental,1,1b,-1,149417727688,149417727688,-1,0.652609,0.083,1,20,20,stars-0000020
incremental,1,2a,-1,127369570896,127369570896,-1,0.556309,0.08,1,20,20,stars-0000020
incremental,1,2b,-1,142702366930,142702366930,-1,0.623278,0.088,1,20,20,stars-0000020
incremental,2,1a,-1,100933499840,100933499840,-1,0.440845,0.058,1,20,20,stars-0000020
incremental,2,1b,-1,82778204418,82778204418,-1,0.361549,0.06,1,20,20,stars-0000020
incremental,2,2a,-1,98626822088,98626822088,-1,0.430770,0.071,1,20,20,stars-0000020
incremental,2,2b,-1,89477396462,89477396462,-1,0.390809,0.059,1,20,20,stars-0000020
incremental,3,1a,-1,201153707344,201153707344,-1,0.878575,0.064,1,20,20,stars-0000020
incremental,3,1b,-1,167902959722,167902959722,-1,0.733346,0.051,1,20,20,stars-0000020
incremental,3,2a,-1,172606045114,172606045114,-1,0.753888,0.083,1,20,20,stars-0000020
incremental,3,2b,-1,187886015826,187886015826,-1,0.820626,0.066,1,20,20,stars-0000020
incremental,1,1a,-1,561472,561472,-1,0.636889,0.085,1,20,20,uniform-0000020-1
incremental,1,1b,-1,439732,439732,-1,0.498796,0.093,1,20,20,uniform-0000020-1
incremental,1,2a,-1,483792,483792,-1,0.548775,0.095,1,20,20,uniform-0000020-1
incremental,1,2b,-1,573678,573678,-1,0.650734,0.371,1,20,20,uniform-0000020-1
incremental,2,1a,-1,355694,355694,-1,0.403471,0.069,1,20,20,uniform-0000020-1
incremental,2,1b,-1,306342,306342,-1,0.347490,0.061,1,20,20,uniform-0000020-1
incremental,2,2a,-1,365086,365086,-1,0.414124,0.074,1,20,20,uniform-0000020-1
incremental,2,2b,-1,213118,213118,-1,0.241744,0.064,1,20,20,uniform-0000020-1
incremental,3,1a,-1,705826,705826,-1,0.800632,0.072,1,20,20,uniform-0000020-1
incremental,3,1b,-1,666712,666712,-1,0.756264,0.065,1,20,20,uniform-0000020-1
incremental,3,2a,-1,666024,666024,-1,0.755484,0.075,1,20,20,uniform-0000020-1
incremental,3,2b,-1,629992,629992,-1,0.714612,0.185,1,20,20,uniform-0000020-1
incremental,1,1a,-1,36716428,36716428,-1,0.632818,0.151,1,20,20,us-night-0000020
incremental,1,1b,-1,45710144,45710144,-1,0.787827,0.082,1,20,20,us-night-0000020
incremental,1,2a,-1,44179442,44179442,-1,0.761445,0.192,1,20,20,us-night-0000020
incremental,1,2b,-1,36877104,36877104,-1,0.635587,0.1,1,20,20,us-night-0000020
incremental,2,1a,-1,19213510,19213510,-1,0.331150,0.065,1,20,20,us-night-0000020
incremental,2,1b,-1,36870460,36870460,-1,0.635473,0.072,1,20,20,us-night-0000020
incremental,2,2a,-1,28040178,28040178,-1,0.483280,0.066,1,20,20,us-night-0000020
incremental,2,2b,-1,13910992,13910992,-1,0.239760,0.076,1,20,20,us-night-0000020
incremental,3,1a,-1,43871014,43871014,-1,0.756129,0.07,1,20,20,us-night-0000020
incremental,3,1b,-1,50467566,50467566,-1,0.869823,0.061,1,20,20,us-night-0000020
incremental,3,2a,-1,52180004,52180004,-1,0.899337,0.106,1,20,20,us-night-0000020
incremental,3,2b,-1,40345760,40345760,-1,0.695370,0.134,1,20,20,us-night-0000020
incremental,1,1a,-1,579306,579306,-1,0.663523,0.08,1,20,20,uniform-0000020-2
incremental,1,1b,-1,355252,355252,-1,0.406897,0.203,1,20,20,uniform-0000020-2
incremental,1,2a,-1,480328,480328,-1,0.550156,0.085,1,20,20,uniform-0000020-2
incremental,1,2b,-1,619108,619108,-1,0.709111,0.095,1,20,20,uniform-0000020-2
incremental,2,1a,-1,321000,321000,-1,0.367666,0.055,1,20,20,uniform-0000020-2
incremental,2,1b,-1,201788,201788,-1,0.231123,0.057,1,20,20,uniform-0000020-2
incremental,2,2a,-1,351660,351660,-1,0.402783,0.065,1,20,20,uniform-0000020-2
incremental,2,2b,-1,309344,309344,-1,0.354315,0.066,1,20,20,uniform-0000020-2
incremental,3,1a,-1,678712,678712,-1,0.777380,0.058,1,20,20,uniform-0000020-2
incremental,3,1b,-1,688854,688854,-1,0.788997,0.101,1,20,20,uniform-0000020-2
incremental,3,2a,-1,608404,608404,-1,0.696851,0.076,1,20,20,uniform-0000020-2
incremental,3,2b,-1,730572,730572,-1,0.836779,0.193,1,20,20,uniform-0000020-2
incremental,1,1a,-1,21766124,21766124,-1,0.455762,0.122,1,20,20,euro-night-0000020
incremental,1,1b,-1,25980758,25980758,-1,0.544012,0.107,1,20,20,euro-night-0000020
incremental,1,2a,-1,20995252,20995252,-1,0.439621,0.094,1,20,20,euro-night-0000020
incremental,1,2b,-1,29437654,29437654,-1,0.616397,0.092,1,20,20,euro-night-0000020
incremental,2,1a,-1,13782178,13782178,-1,0.288586,0.059,1,20,20,euro-night-0000020
incremental,2,1b,-1,21919394,21919394,-1,0.458971,0.243,1,20,20,euro-night-0000020
incremental,2,2a,-1,23934616,23934616,-1,0.501168,0.067,1,20,20,euro-night-0000020
incremental,2,2b,-1,12778818,12778818,-1,0.267576,0.074,1,20,20,euro-night-0000020
incremental,3,1a,-1,30962582,30962582,-1,0.648327,0.057,1,20,20,euro-night-0000020
incremental,3,1b,-1,38046132,38046132,-1,0.796650,0.087,1,20,20,euro-night-0000020
incremental,3,2a,-1,29880400,29880400,-1,0.625667,0.077,1,20,20,euro-night-0000020
incremental,3,2b,-1,36575298,36575298,-1,0.765852,0.086,1,20,20,euro-night-0000020
incremental,1,1a,-1,875694,875694,-1,0.564076,0.099,1,25,25,uniform-0000025-2
incremental,1,1b,-1,796834,796834,-1,0.513278,0.128,1,25,25,uniform-0000025-2
incremental,1,2a,-1,944016,944016,-1,0.608085,0.125,1,25,25,uniform-0000025-2
incremental,1,2b,-1,900444,900444,-1,0.580019,0.112,1,25,25,uniform-0000025-2
incremental,2,1a,-1,762552,762552,-1,0.491196,0.076,1,25,25,uniform-0000025-2
incremental,2,1b,-1,779166,779166,-1,0.501898,0.092,1,25,25,uniform-0000025-2
incremental,2,2a,-1,697598,697598,-1,0.449356,0.069,1,25,25,uniform-0000025-2
incremental,2,2b,-1,644412,644412,-1,0.415096,0.105,1,25,25,uniform-0000025-2
incremental,3,1a,-1,1184358,1184358,-1,0.762901,0.078,1,25,25,uniform-0000025-2
incremental,3,1b,-1,1032826,1032826,-1,0.665292,0.071,1,25,25,uniform-0000025-2
incremental,3,2a,-1,1179338,1179338,-1,0.759667,0.103,1,25,25,uniform-0000025-2
incremental,3,2b,-1,1095210,1095210,-1,0.705477,0.095,1,25,25,uniform-0000025-2
incremental,1,1a,-1,34144992,34144992,-1,0.520089,0.141,1,25,25,us-night-0000025
incremental,1,1b,-1,35114622,35114622,-1,0.534858,0.114,1,25,25,us-night-0000025
incremental,1,2a,-1,35301240,35301240,-1,0.537700,0.105,1,25,25,us-night-0000025
incremental,1,2b,-1,37618596,37618596,-1,0.572998,0.145,1,25,25,us-night-0000025
incremental,2,1a,-1,27141636,27141636,-1,0.413415,0.086,1,25,25,us-night-0000025
incremental,2,1b,-1,26328578,26328578,-1,0.401031,0.097,1,25,25,us-night-0000025
incremental,2,2a,-1,21382568,21382568,-1,0.325694,0.093,1,25,25,us-night-0000025
incremental,2,2b,-1,21859544,21859544,-1,0.332960,0.101,1,25,25,us-night-0000025
incremental,3,1a,-1,51395174,51395174,-1,0.782840,0.093,1,25,25,us-night-0000025
incremental,3,1b,-1,55274360,55274360,-1,0.841926,0.094,1,25,25,us-night-0000025
incremental,3,2a,-1,40243712,40243712,-1,0.612983,0.085,1,25,25,us-night-0000025
incremental,3,2b,-1,54408980,54408980,-1,0.828745,0.094,1,25,25,us-night-0000025
incremental,1,1a,-1,155661976534,155661976534,-1,0.611050,0.198,1,25,25,stars-0000025
incremental,1,1b,-1,178823390324,178823390324,-1,0.701970,0.106,1,25,25,stars-0000025
incremental,1,2a,-1,127747830134,127747830134,-1,0.501473,0.124,1,25,25,stars-0000025
incremental,1,2b,-1,134128233704,134128233704,-1,0.526520,0.142,1,25,25,stars-0000025
incremental,2,1a,-1,106369283808,106369283808,-1,0.417552,0.073,1,25,25,stars-0000025
incremental,2,1b,-1,131713785526,131713785526,-1,0.517042,0.075,1,25,25,stars-0000025
incremental,2,2a,-1,92321289370,92321289370,-1,0.362407,0.107,1,25,25,stars-0000025
incremental,2,2b,-1,62721471026,62721471026,-1,0.246213,0.151,1,25,25,stars-0000025
incremental,3,1a,-1,209594659862,209594659862,-1,0.822763,0.101,1,25,25,stars-0000025
incremental,3,1b,-1,187124543722,187124543722,-1,0.734556,0.077,1,25,25,stars-0000025
incremental,3,2a,-1,206083971026,206083971026,-1,0.808981,0.127,1,25,25,stars-0000025
incremental,3,2b,-1,187390116326,187390116326,-1,0.735599,0.133,1,25,25,stars-0000025
incremental,1,1a,-1,33611290,33611290,-1,0.600752,0.116,1,25,25,euro-night-0000025
incremental,1,1b,-1,27227562,27227562,-1,0.486652,0.113,1,25,25,euro-night-0000025
incremental,1,2a,-1,30322910,30322910,-1,0.541977,0.384,1,25,25,euro-night-0000025
incremental,1,2b,-1,29019452,29019452,-1,0.518679,0.158,1,25,25,euro-night-0000025
incremental,2,1a,-1,16074198,16074198,-1,0.287302,0.075,1,25,25,euro-night-0000025
incremental,2,1b,-1,23217578,23217578,-1,0.414980,0.072,1,25,25,euro-night-0000025
incremental,2,2a,-1,22232376,22232376,-1,0.397370,0.11,1,25,25,euro-night-0000025
incremental,2,2b,-1,22272814,22272814,-1,0.398093,0.103,1,25,25,euro-night-0000025
incremental,3,1a,-1,40735762,40735762,-1,0.728091,0.136,1,25,25,euro-night-0000025
incremental,3,1b,-1,33913314,33913314,-1,0.606150,0.095,1,25,25,euro-night-0000025
incremental,3,2a,-1,45800494,45800494,-1,0.818615,0.174,1,25,25,euro-night-0000025
incremental,3,2b,-1,38973288,38973288,-1,0.696589,0.113,1,25,25,euro-night-0000025
incremental,1,1a,-1,918254,918254,-1,0.580531,0.097,1,25,25,uniform-0000025-1
incremental,1,1b,-1,987402,987402,-1,0.624247,0.256,1,25,25,uniform-0000025-1
incremental,1,2a,-1,697508,697508,-1,0.440973,0.163,1,25,25,uniform-0000025-1
incremental,1,2b,-1,944352,944352,-1,0.597031,0.123,1,25,25,uniform-0000025-1
incremental,2,1a,-1,696360,696360,-1,0.440247,0.068,1,25,25,uniform-0000025-1
incremental,2,1b,-1,714840,714840,-1,0.451930,0.076,1,25,25,uniform-0000025-1
incremental,2,2a,-1,644450,644450,-1,0.407429,0.091,1,25,25,uniform-0000025-1
incremental,2,2b,-1,633412,633412,-1,0.400451,0.077,1,25,25,uniform-0000025-1
incremental,3,1a,-1,1163524,1163524,-1,0.735594,0.091,1,25,25,uniform-0000025-1
incremental,3,1b,-1,1132018,1132018,-1,0.715675,0.115,1,25,25,uniform-0000025-1
incremental,3,2a,-1,1098692,1098692,-1,0.694606,0.14,1,25,25,uniform-0000025-1
incremental,3,2b,-1,1034564,1034564,-1,0.654064,0.119,1,25,25,uniform-0000025-1
incremental,1,1a,-1,168704404,168704404,-1,0.681243,0.149,1,25,25,london-0000025
incremental,1,1b,-1,122750252,122750252,-1,0.495676,0.143,1,25,25,london-0000025
incremental,1,2a,-1,142041156,142041156,-1,0.573575,0.126,1,25,25,london-0000025
incremental,1,2b,-1,159737878,159737878,-1,0.645036,0.369,1,25,25,london-0000025
incremental,2,1a,-1,89138618,89138618,-1,0.359950,0.065,1,25,25,london-0000025
incremental,2,1b,-1,47784392,47784392,-1,0.192958,0.073,1,25,25,london-0000025
incremental,2,2a,-1,110732282,110732282,-1,0.447147,0.084,1,25,25,london-0000025
incremental,2,2b,-1,73255618,73255618,-1,0.295813,0.092,1,25,25,london-0000025
incremental,3,1a,-1,188179212,188179212,-1,0.759884,0.091,1,25,25,london-0000025
incremental,3,1b,-1,157563492,157563492,-1,0.636255,0.095,1,25,25,london-0000025
incremental,3,2a,-1,186361532,186361532,-1,0.752544,0.156,1,25,25,london-0000025
incremental,3,2b,-1,165721154,165721154,-1,0.669197,0.102,1,25,25,london-0000025
incremental,1,1a,-1,32786844,32786844,-1,0.460431,0.176,1,30,30,us-night-0000030
incremental,1,1b,-1,57106922,57106922,-1,0.801962,0.2,1,30,30,us-night-0000030
incremental,1,2a,-1,37864098,37864098,-1,0.531732,0.221,1,30,30,us-night-0000030
incremental,1,2b,-1,49655134,49655134,-1,0.697316,0.179,1,30,30,us-night-0000030
incremental,2,1a,-1,31796654,31796654,-1,0.446526,0.087,1,30,30,us-night-0000030
incremental,2,1b,-1,27585978,27585978,-1,0.387395,0.131,1,30,30,us-night-0000030
incremental,2,2a,-1,19270970,19270970,-1,0.270626,0.126,1,30,30,us-night-0000030
incremental,2,2b,-1,17501716,17501716,-1,0.245780,0.137,1,30,30,us-night-0000030
incremental,3,1a,-1,54093490,54093490,-1,0.759644,0.156,1,30,30,us-night-0000030
incremental,3,1b,-1,61395134,61395134,-1,0.862182,0.255,1,30,30,us-night-0000030
incremental,3,2a,-1,58334610,58334610,-1,0.819203,0.113,1,30,30,us-night-0000030
incremental,3,2b,-1,55175682,55175682,-1,0.774842,0.141,1,30,30,us-night-0000030
incremental,1,1a,-1,1589150,1589150,-1,0.747535,0.178,1,30,30,uniform-0000030-1
incremental,1,1b,-1,1084950,1084950,-1,0.510360,0.117,1,30,30,uniform-0000030-1
