algorithm,edge_selection,inc_init,onion_init,area,cgal_area,pick_area,poly_to_ch_ratio,time,is_simple,points,points_on_poly,in_file
convex_hull,3,-1,-1,1421324,1421324,-1,0.402588,0.213,1,35,35,uniform-0000035-2
convex_hull,1,-1,-1,156518037032,156518037032,-1,0.643069,0.235,1,35,35,stars-0000035
convex_hull,2,-1,-1,209001427482,209001427482,-1,0.858703,0.175,1,35,35,stars-0000035
convex_hull,3,-1,-1,54560989666,54560989666,-1,0.224169,0.242,1,35,35,stars-0000035
convex_hull,1,-1,-1,1973494,1973494,-1,0.564098,0.28,1,35,35,uniform-0000035-1
convex_hull,2,-1,-1,2996164,2996164,-1,0.856415,0.222,1,35,35,uniform-0000035-1
convex_hull,3,-1,-1,1155466,1155466,-1,0.330275,0.188,1,35,35,uniform-0000035-1
convex_hull,1,-1,-1,128928308,128928308,-1,0.553576,0.239,1,35,35,london-0000035
convex_hull,2,-1,-1,202491066,202491066,-1,0.869430,0.392,1,35,35,london-0000035
convex_hull,3,-1,-1,82294120,82294120,-1,0.353344,0.234,1,35,35,london-0000035
convex_hull,1,-1,-1,24121096,24121096,-1,0.489772,0.202,1,35,35,euro-night-0000035
convex_hull,2,-1,-1,44231212,44231212,-1,0.898102,0.208,1,35,35,euro-night-0000035
convex_hull,3,-1,-1,18327606,18327606,-1,0.372137,0.185,1,35,35,euro-night-0000035
convex_hull,1,-1,-1,50613422,50613422,-1,0.603011,0.203,1,35,35,us-night-0000035
convex_hull,2,-1,-1,73933570,73933570,-1,0.880848,0.233,1,35,35,us-night-0000035
convex_hull,3,-1,-1,25892898,25892898,-1,0.308489,0.179,1,35,35,us-night-0000035
convex_hull,1,-1,-1,161026958,161026958,-1,0.677598,0.303,1,40,40,london-0000040
convex_hull,2,-1,-1,195602250,195602250,-1,0.823090,0.307,1,40,40,london-0000040
convex_hull,3,-1,-1,66569816,66569816,-1,0.280124,0.261,1,40,40,london-0000040
convex_hull,1,-1,-1,2597444,2597444,-1,0.537697,0.468,1,40,40,uniform-0000040-1
convex_hull,2,-1,-1,4036886,4036886,-1,0.835676,0.274,1,40,40,uniform-0000040-1
convex_hull,3,-1,-1,1501670,1501670,-1,0.310861,0.347,1,40,40,uniform-0000040-1
convex_hull,1,-1,-1,125530219694,125530219694,-1,0.592194,0.33,1,40,40,stars-0000040
convex_hull,2,-1,-1,173663745910,173663745910,-1,0.819267,0.237,1,40,40,stars-0000040
convex_hull,3,-1,-1,71639228648,71639228648,-1,0.337961,0.321,1,40,40,stars-0000040
convex_hull,1,-1,-1,36099554,36099554,-1,0.494934,0.466,1,40,40,us-night-0000040
convex_hull,2,-1,-1,64951826,64951826,-1,0.890506,0.282,1,40,40,us-night-0000040
convex_hull,3,-1,-1,13775576,13775576,-1,0.188867,0.306,1,40,40,us-night-0000040
convex_hull,1,-1,-1,32594552,32594552,-1,0.642014,0.293,1,40,40,euro-night-0000040
convex_hull,2,-1,-1,44550620,44550620,-1,0.877512,0.49,1,40,40,euro-night-0000040
convex_hull,3,-1,-1,16268000,16268000,-1,0.320430,0.295,1,40,40,euro-night-0000040
convex_hull,1,-1,-1,2708088,2708088,-1,0.595248,0.429,1,40,40,uniform-0000040-2
convex_hull,2,-1,-1,3756280,3756280,-1,0.825645,0.246,1,40,40,uniform-0000040-2
convex_hull,3,-1,-1,1015732,1015732,-1,0.223262,0.289,1,40,40,uniform-0000040-2
convex_hull,1,-1,-1,3108228,3108228,-1,0.547014,0.324,1,45,45,uniform-0000045-2
convex_hull,2,-1,-1,4822918,4822918,-1,0.848781,0.476,1,45,45,uniform-0000045-2
convex_hull,3,-1,-1,1692464,1692464,-1,0.297855,0.333,1,45,45,uniform-0000045-2
convex_hull,1,-1,-1,48305730,48305730,-1,0.602287,0.591,1,45,45,us-night-0000045
convex_hull,2,-1,-1,73638362,73638362,-1,0.918140,0.548,1,45,45,us-night-0000045
convex_hull,3,-1,-1,17496900,17496900,-1,0.218155,0.507,1,45,45,us-night-0000045
convex_hull,1,-1,-1,158962648,158962648,-1,0.537048,0.401,1,45,45,london-0000045
convex_hull,2,-1,-1,257317122,257317122,-1,0.869334,0.433,1,45,45,london-0000045
convex_hull,3,-1,-1,63052860,63052860,-1,0.213021,0.357,1,45,45,london-0000045
convex_hull,1,-1,-1,3153762,3153762,-1,0.602881,0.661,1,45,45,uniform-0000045-1
convex_hull,2,-1,-1,4561730,4561730,-1,0.872032,0.335,1,45,45,uniform-0000045-1
convex_hull,3,-1,-1,1775900,1775900,-1,0.339486,0.359,1,45,45,uniform-0000045-1
convex_hull,1,-1,-1,36271314,36271314,-1,0.701806,0.435,1,45,45,euro-night-0000045
convex_hull,2,-1,-1,44911126,44911126,-1,0.868976,0.349,1,45,45,euro-night-0000045
convex_hull,3,-1,-1,13530684,13530684,-1,0.261802,0.653,1,45,45,euro-night-0000045
convex_hull,1,-1,-1,111850011940,111850011940,-1,0.420122,0.405,1,45,45,stars-0000045
convex_hull,2,-1,-1,226972844012,226972844012,-1,0.852536,0.323,1,45,45,stars-0000045
convex_hull,3,-1,-1,97242942754,97242942754,-1,0.365256,0.336,1,45,45,stars-0000045
convex_hull,1,-1,-1,3725480,3725480,-1,0.539947,0.577,1,50,50,uniform-0000050-1
convex_hull,2,-1,-1,6088854,6088854,-1,0.882480,0.396,1,50,50,uniform-0000050-1
convex_hull,3,-1,-1,2590764,2590764,-1,0.375489,0.354,1,50,50,uniform-0000050-1
convex_hull,1,-1,-1,34685060,34685060,-1,0.530231,0.471,1,50,50,euro-night-0000050
convex_hull,2,-1,-1,54517814,54517814,-1,0.833415,0.439,1,50,50,euro-night-0000050
convex_hull,3,-1,-1,18801902,18801902,-1,0.287425,0.864,1,50,50,euro-night-0000050
convex_hull,1,-1,-1,44409968,44409968,-1,0.533890,0.756,1,50,50,us-night-0000050
convex_hull,2,-1,-1,76356660,76356660,-1,0.917948,0.41,1,50,50,us-night-0000050
convex_hull,3,-1,-1,23393550,23393550,-1,0.281234,0.452,1,50,50,us-night-0000050
convex_hull,1,-1,-1,137528704,137528704,-1,0.547802,0.623,1,50,50,london-0000050
convex_hull,2,-1,-1,220169962,220169962,-1,0.876977,0.395,1,50,50,london-0000050
convex_hull,3,-1,-1,55929726,55929726,-1,0.222778,0.38,1,50,50,london-0000050
convex_hull,1,-1,-1,4544910,4544910,-1,0.579086,0.47,1,50,50,uniform-0000050-2
convex_hull,2,-1,-1,6412442,6412442,-1,0.817036,0.625,1,50,50,uniform-0000050-2
convex_hull,3,-1,-1,2452924,2452924,-1,0.312537,0.392,1,50,50,uniform-0000050-2
convex_hull,1,-1,-1,154968385136,154968385136,-1,0.585001,0.567,1,50,50,stars-0000050
convex_hull,2,-1,-1,235127709794,235127709794,-1,0.887601,0.353,1,50,50,stars-0000050
convex_hull,3,-1,-1,95864129168,95864129168,-1,0.361884,0.366,1,50,50,stars-0000050
convex_hull,1,-1,-1,7266662,7266662,-1,0.645700,0.617,1,60,60,uniform-0000060-2
convex_hull,2,-1,-1,9547490,9547490,-1,0.848369,0.498,1,60,60,uniform-0000060-2
convex_hull,3,-1,-1,4550706,4550706,-1,0.404366,0.532,1,60,60,uniform-0000060-2
convex_hull,1,-1,-1,32836280,32836280,-1,0.523419,0.836,1,60,60,euro-night-0000060
convex_hull,2,-1,-1,55164116,55164116,-1,0.879331,0.688,1,60,60,euro-night-0000060
convex_hull,3,-1,-1,15947050,15947050,-1,0.254200,0.524,1,60,60,euro-night-0000060
convex_hull,1,-1,-1,5049364,5049364,-1,0.482593,0.595,1,60,60,uniform-0000060-1
convex_hull,2,-1,-1,8794814,8794814,-1,0.840565,0.646,1,60,60,uniform-0000060-1
convex_hull,3,-1,-1,3360850,3360850,-1,0.321213,0.624,1,60,60,uniform-0000060-1
convex_hull,1,-1,-1,155410250,155410250,-1,0.483318,0.579,1,60,60,london-0000060
convex_hull,2,-1,-1,271049994,271049994,-1,0.842953,0.844,1,60,60,london-0000060
convex_hull,3,-1,-1,102797438,102797438,-1,0.319695,0.705,1,60,60,london-0000060
convex_hull,1,-1,-1,52083446,52083446,-1,0.542720,0.747,1,60,60,us-night-0000060
convex_hull,2,-1,-1,85569820,85569820,-1,0.891654,0.802,1,60,60,us-night-0000060
convex_hull,3,-1,-1,33292800,33292800,-1,0.346917,0.708,1,60,60,us-night-0000060
convex_hull,1,-1,-1,130348155168,130348155168,-1,0.500235,0.705,1,60,60,stars-0000060
convex_hull,2,-1,-1,218061231994,218061231994,-1,0.836850,1.082,1,60,60,stars-0000060
convex_hull,3,-1,-1,75099764384,75099764384,-1,0.288209,0.558,1,60,60,stars-0000060
convex_hull,1,-1,-1,166098807176,166098807176,-1,0.566920,1.207,1,70,70,stars-0000070
convex_hull,2,-1,-1,244971084296,244971084296,-1,0.836123,0.713,1,70,70,stars-0000070
convex_hull,3,-1,-1,75305638896,75305638896,-1,0.257029,1.076,1,70,70,stars-0000070
convex_hull,1,-1,-1,6939754,6939754,-1,0.456239,1.14,1,70,70,uniform-0000070-2
convex_hull,2,-1,-1,13065566,13065566,-1,0.858967,1.251,1,70,70,uniform-0000070-2
convex_hull,3,-1,-1,3877618,3877618,-1,0.254925,0.935,1,70,70,uniform-0000070-2
convex_hull,1,-1,-1,30141656,30141656,-1,0.528276,0.795,1,70,70,euro-night-0000070
convex_hull,2,-1,-1,48240320,48240320,-1,0.845481,1.157,1,70,70,euro-night-0000070
convex_hull,3,-1,-1,17449652,17449652,-1,0.305830,0.687,1,70,70,euro-night-0000070
convex_hull,1,-1,-1,8298796,8298796,-1,0.532383,1.029,1,70,70,uniform-0000070-1
convex_hull,2,-1,-1,13458350,13458350,-1,0.863378,0.707,1,70,70,uniform-0000070-1
convex_hull,3,-1,-1,4441274,4441274,-1,0.284916,0.682,1,70,70,uniform-0000070-1
convex_hull,1,-1,-1,51086484,51086484,-1,0.569940,1.282,1,70,70,us-night-0000070
convex_hull,2,-1,-1,80905896,80905896,-1,0.902617,0.908,1,70,70,us-night-0000070
convex_hull,3,-1,-1,24299936,24299936,-1,0.271099,0.666,1,70,70,us-night-0000070
convex_hull,1,-1,-1,143995206,143995206,-1,0.471008,0.903,1,70,70,london-0000070
convex_hull,2,-1,-1,267068290,267068290,-1,0.873579,0.734,1,70,70,london-0000070
convex_hull,3,-1,-1,97887252,97887252,-1,0.320189,0.795,1,70,70,london-0000070
convex_hull,1,-1,-1,52296516,52296516,-1,0.518626,1.54,1,80,80,us-night-0000080
convex_hull,2,-1,-1,92060814,92060814,-1,0.912970,0.907,1,80,80,us-night-0000080
convex_hull,3,-1,-1,24839276,24839276,-1,0.246332,1.321,1,80,80,us-night-0000080
convex_hull,1,-1,-1,38634202,38634202,-1,0.551947,1.174,1,80,80,euro-night-0000080
convex_hull,3,-1,-1,24588044,24588044,-1,0.351277,0.834,1,80,80,euro-night-0000080
convex_hull,2,-1,-1,64505036,64505036,-1,0.921550,1.079,1,80,80,euro-night-0000080
convex_hull,1,-1,-1,14232998,14232998,-1,0.680897,1.126,1,80,80,uniform-0000080-1
convex_hull,2,-1,-1,17095872,17095872,-1,0.817855,1.193,1,80,80,uniform-0000080-1
convex_hull,3,-1,-1,5401686,5401686,-1,0.258413,1.434,1,80,80,uniform-0000080-1
convex_hull,1,-1,-1,11041674,11041674,-1,0.553776,1.206,1,80,80,uniform-0000080-2
convex_hull,2,-1,-1,16678612,16678612,-1,0.836487,1.253,1,80,80,uniform-0000080-2
convex_hull,3,-1,-1,5058734,5058734,-1,0.253712,1.559,1,80,80,uniform-0000080-2
convex_hull,1,-1,-1,177827545178,177827545178,-1,0.544609,1.179,1,80,80,stars-0000080
convex_hull,2,-1,-1,273984768612,273984768612,-1,0.839097,1.575,1,80,80,stars-0000080
convex_hull,3,-1,-1,82436720786,82436720786,-1,0.252468,1.087,1,80,80,stars-0000080
convex_hull,1,-1,-1,209411078,209411078,-1,0.501385,1.282,1,80,80,london-0000080
convex_hull,2,-1,-1,363152638,363152638,-1,0.869483,1.206,1,80,80,london-0000080
convex_hull,3,-1,-1,83692242,83692242,-1,0.200381,1.114,1,80,80,london-0000080
convex_hull,1,-1,-1,47345392,47345392,-1,0.523474,1.845,1,90,90,us-night-0000090
convex_hull,2,-1,-1,79347684,79347684,-1,0.877307,2.072,1,90,90,us-night-0000090
convex_hull,3,-1,-1,25273244,25273244,-1,0.279434,1.515,1,90,90,us-night-0000090
convex_hull,1,-1,-1,12035332,12035332,-1,0.484347,1.482,1,90,90,uniform-0000090-2
convex_hull,2,-1,-1,20755172,20755172,-1,0.835266,1.729,1,90,90,uniform-0000090-2
convex_hull,3,-1,-1,7317422,7317422,-1,0.294481,1.739,1,90,90,uniform-0000090-2
convex_hull,1,-1,-1,201182546,201182546,-1,0.523565,2.243,1,90,90,london-0000090
convex_hull,2,-1,-1,335514852,335514852,-1,0.873156,1.999,1,90,90,london-0000090
convex_hull,3,-1,-1,95819752,95819752,-1,0.249365,1.714,1,90,90,london-0000090
convex_hull,1,-1,-1,15686734,15686734,-1,0.621338,1.652,1,90,90,uniform-0000090-1
convex_hull,2,-1,-1,21100336,21100336,-1,0.835767,1.862,1,90,90,uniform-0000090-1
convex_hull,3,-1,-1,7842616,7842616,-1,0.310639,1.471,1,90,90,uniform-0000090-1
convex_hull,1,-1,-1,39981348,39981348,-1,0.576085,1.387,1,90,90,euro-night-0000090
convex_hull,2,-1,-1,62299878,62299878,-1,0.897669,2.241,1,90,90,euro-night-0000090
convex_hull,3,-1,-1,20147378,20147378,-1,0.290300,0.996,1,90,90,euro-night-0000090
convex_hull,1,-1,-1,147755284286,147755284286,-1,0.509705,1.868,1,90,90,stars-0000090
convex_hull,2,-1,-1,240748090564,240748090564,-1,0.830498,1.27,1,90,90,stars-0000090
convex_hull,3,-1,-1,76001578520,76001578520,-1,0.262179,1.23,1,90,90,stars-0000090
convex_hull,1,-1,-1,212664352,212664352,-1,0.558195,2.199,1,100,100,london-0000100
convex_hull,2,-1,-1,326552466,326552466,-1,0.857125,1.802,1,100,100,london-0000100
convex_hull,3,-1,-1,96432822,96432822,-1,0.253114,2.499,1,100,100,london-0000100
convex_hull,1,-1,-1,17163718,17163718,-1,0.584372,2.769,1,100,100,uniform-0000100-2
convex_hull,2,-1,-1,25206450,25206450,-1,0.858203,3.996,1,100,100,uniform-0000100-2
convex_hull,3,-1,-1,9333524,9333524,-1,0.317778,1.803,1,100,100,uniform-0000100-2
convex_hull,1,-1,-1,50300668,50300668,-1,0.545993,2.095,1,100,100,us-night-0000100
convex_hull,2,-1,-1,82411754,82411754,-1,0.894545,2.101,1,100,100,us-night-0000100
convex_hull,3,-1,-1,27700992,27700992,-1,0.300683,2.407,1,100,100,us-night-0000100
convex_hull,1,-1,-1,43832342,43832342,-1,0.580693,3.047,1,100,100,euro-night-0000100
convex_hull,2,-1,-1,67846970,67846970,-1,0.898840,2.328,1,100,100,euro-night-0000100
convex_hull,3,-1,-1,20777996,20777996,-1,0.275268,1.383,1,100,100,euro-night-0000100
convex_hull,1,-1,-1,20487774,20487774,-1,0.614998,2.149,1,100,100,uniform-0000100-1
convex_hull,2,-1,-1,26782592,26782592,-1,0.803954,1.708,1,100,100,uniform-0000100-1
convex_hull,3,-1,-1,10330694,10330694,-1,0.310105,1.838,1,100,100,uniform-0000100-1
convex_hull,1,-1,-1,155178592706,155178592706,-1,0.552693,2.184,1,100,100,stars-0000100
convex_hull,2,-1,-1,234417746966,234417746966,-1,0.834915,2.658,1,100,100,stars-0000100
convex_hull,3,-1,-1,89514105952,89514105952,-1,0.318818,1.527,1,100,100,stars-0000100
convex_hull,1,-1,-1,79735474,79735474,-1,0.614010,6.959,1,200,200,uniform-0000200-2
convex_hull,2,-1,-1,109421430,109421430,-1,0.842610,8.148,1,200,200,uniform-0000200-2
convex_hull,3,-1,-1,40821146,40821146,-1,0.314347,6.553,1,200,200,uniform-0000200-2
convex_hull,1,-1,-1,177349383880,177349383880,-1,0.533224,7.199,1,200,200,stars-0000200
convex_hull,2,-1,-1,286516970710,286516970710,-1,0.861450,8.194,1,200,200,stars-0000200
convex_hull,3,-1,-1,83311589604,83311589604,-1,0.250487,6.857,1,200,200,stars-0000200
convex_hull,1,-1,-1,73996742,73996742,-1,0.550862,8.623,1,200,200,uniform-0000200-1
convex_hull,2,-1,-1,111481400,111481400,-1,0.829913,6.557,1,200,200,uniform-0000200-1
convex_hull,3,-1,-1,43541694,43541694,-1,0.324142,6.014,1,200,200,uniform-0000200-1
convex_hull,1,-1,-1,39627012,39627012,-1,0.512471,9.01,1,200,200,euro-night-0000200
convex_hull,2,-1,-1,68738116,68738116,-1,0.888947,9.714,1,200,200,euro-night-0000200
convex_hull,3,-1,-1,19543908,19543908,-1,0.252749,11.228,1,200,200,euro-night-0000200
convex_hull,1,-1,-1,54411262,54411262,-1,0.513566,10.083,1,200,200,us-night-0000200
convex_hull,2,-1,-1,95490200,95490200,-1,0.901294,12.815,1,200,200,us-night-0000200
convex_hull,3,-1,-1,29245568,29245568,-1,0.276037,7.324,1,200,200,us-night-0000200
convex_hull,1,-1,-1,134787686,134787686,-1,0.495275,9.017,1,200,200,paris-0000200
convex_hull,2,-1,-1,238084936,238084936,-1,0.874840,7.766,1,200,200,paris-0000200
convex_hull,3,-1,-1,68200464,68200464,-1,0.250602,6.834,1,200,200,paris-0000200
convex_hull,1,-1,-1,171728420,171728420,-1,0.558759,20.843,1,300,300,uniform-0000300-1
convex_hull,2,-1,-1,258307806,258307806,-1,0.840466,15.432,1,300,300,uniform-0000300-1
convex_hull,3,-1,-1,92458056,92458056,-1,0.300834,18.453,1,300,300,uniform-0000300-1
convex_hull,1,-1,-1,43396410,43396410,-1,0.535500,21.276,1,300,300,euro-night-0000300
convex_hull,2,-1,-1,72297348,72297348,-1,0.892129,25.508,1,300,300,euro-night-0000300
convex_hull,3,-1,-1,20417096,20417096,-1,0.251941,21.003,1,300,300,euro-night-0000300
convex_hull,1,-1,-1,62080828,62080828,-1,0.536540,20.892,1,300,300,us-night-0000300
convex_hull,2,-1,-1,104841524,104841524,-1,0.906104,21.947,1,300,300,us-night-0000300
convex_hull,3,-1,-1,24299854,24299854,-1,0.210014,19.614,1,300,300,us-night-0000300
convex_hull,1,-1,-1,161020958,161020958,-1,0.524170,19.974,1,300,300,uniform-0000300-2
convex_hull,2,-1,-1,252604756,252604756,-1,0.822301,25.491,1,300,300,uniform-0000300-2
convex_hull,3,-1,-1,94252006,94252006,-1,0.306817,15.42,1,300,300,uniform-0000300-2
convex_hull,1,-1,-1,159030354,159030354,-1,0.571095,19.456,1,300,300,paris-0000300
convex_hull,2,-1,-1,236588912,236588912,-1,0.849616,21.578,1,300,300,paris-0000300
convex_hull,3,-1,-1,86084224,86084224,-1,0.309137,16.124,1,300,300,paris-0000300
convex_hull,1,-1,-1,175598020630,175598020630,-1,0.504489,23.253,1,300,300,stars-0000300
convex_hull,2,-1,-1,294654051232,294654051232,-1,0.846534,21.464,1,300,300,stars-0000300
convex_hull,3,-1,-1,89466148688,89466148688,-1,0.257034,19.844,1,300,300,stars-0000300
convex_hull,1,-1,-1,290206890,290206890,-1,0.522532,33.152,1,400,400,uniform-0000400-2
convex_hull,2,-1,-1,461574508,461574508,-1,0.831088,30.128,1,400,400,uniform-0000400-2
convex_hull,3,-1,-1,181386890,181386890,-1,0.326596,34.652,1,400,400,uniform-0000400-2
convex_hull,1,-1,-1,196661727916,196661727916,-1,0.557292,31.71,1,400,400,stars-0000400
convex_hull,2,-1,-1,304246273324,304246273324,-1,0.862160,29.18,1,400,400,stars-0000400
convex_hull,3,-1,-1,110806538148,110806538148,-1,0.313999,25.483,1,400,400,stars-0000400
convex_hull,1,-1,-1,146805846,146805846,-1,0.497911,31.266,1,400,400,paris-0000400
convex_hull,2,-1,-1,253729966,253729966,-1,0.860558,33.859,1,400,400,paris-0000400
convex_hull,3,-1,-1,74037078,74037078,-1,0.251106,27.325,1,400,400,paris-0000400
convex_hull,1,-1,-1,64714790,64714790,-1,0.568794,41.835,1,400,400,us-night-0000400
convex_hull,2,-1,-1,103668508,103668508,-1,0.911168,53.51,1,400,400,us-night-0000400
convex_hull,3,-1,-1,21030194,21030194,-1,0.184839,28.127,1,400,400,us-night-0000400
convex_hull,1,-1,-1,288072388,288072388,-1,0.523938,31.868,1,400,400,uniform-0000400-1
convex_hull,2,-1,-1,452405040,452405040,-1,0.822821,35.118,1,400,400,uniform-0000400-1
convex_hull,3,-1,-1,155803268,155803268,-1,0.283371,31.097,1,400,400,uniform-0000400-1
convex_hull,1,-1,-1,43282726,43282726,-1,0.531362,61.616,1,400,400,euro-night-0000400
convex_hull,2,-1,-1,71753406,71753406,-1,0.880883,40.394,1,400,400,euro-night-0000400
convex_hull,3,-1,-1,22428456,22428456,-1,0.275344,36.51,1,400,400,euro-night-0000400
convex_hull,1,-1,-1,49587066,49587066,-1,0.398352,59.712,1,500,500,us-night-0000500
convex_hull,2,-1,-1,113860212,113860212,-1,0.914683,44.501,1,500,500,us-night-0000500
convex_hull,3,-1,-1,30414586,30414586,-1,0.244332,71.324,1,500,500,us-night-0000500
convex_hull,1,-1,-1,165741580,165741580,-1,0.556939,51.513,1,500,500,paris-0000500
convex_hull,2,-1,-1,254141880,254141880,-1,0.853988,47.092,1,500,500,paris-0000500
convex_hull,3,-1,-1,80458272,80458272,-1,0.270363,40.989,1,500,500,paris-0000500
convex_hull,1,-1,-1,188905299942,188905299942,-1,0.535999,58.549,1,500,500,stars-0000500
convex_hull,2,-1,-1,301298576416,301298576416,-1,0.854903,45.356,1,500,500,stars-0000500
convex_hull,3,-1,-1,95297271856,95297271856,-1,0.270396,40.429,1,500,500,stars-0000500
convex_hull,1,-1,-1,47196666,47196666,-1,0.569020,50.749,1,500,500,euro-night-0000500
convex_hull,2,-1,-1,73061274,73061274,-1,0.880853,57.98,1,500,500,euro-night-0000500
convex_hull,3,-1,-1,19325750,19325750,-1,0.232998,56.539,1,500,500,euro-night-0000500
convex_hull,1,-1,-1,444330950,444330950,-1,0.510484,46.448,1,500,500,uniform-0000500-2
convex_hull,2,-1,-1,708735542,708735542,-1,0.814254,40.316,1,500,500,uniform-0000500-2
convex_hull,3,-1,-1,275258526,275258526,-1,0.316240,53.24,1,500,500,uniform-0000500-2
convex_hull,1,-1,-1,483735582,483735582,-1,0.557000,63.995,1,500,500,uniform-0000500-1
convex_hull,2,-1,-1,709364406,709364406,-1,0.816802,44.213,1,500,500,uniform-0000500-1
convex_hull,3,-1,-1,231863424,231863424,-1,0.266981,51.467,1,500,500,uniform-0000500-1
convex_hull,1,-1,-1,193643584572,193643584572,-1,0.544634,94.391,1,600,600,stars-0000600
convex_hull,2,-1,-1,308243517486,308243517486,-1,0.866954,78.252,1,600,600,stars-0000600
convex_hull,3,-1,-1,90675854708,90675854708,-1,0.255031,94.412,1,600,600,stars-0000600
convex_hull,1,-1,-1,156243482,156243482,-1,0.518595,84.135,1,600,600,paris-0000600
convex_hull,2,-1,-1,258517126,258517126,-1,0.858056,69.146,1,600,600,paris-0000600
convex_hull,3,-1,-1,77345750,77345750,-1,0.256722,55.856,1,600,600,paris-0000600
convex_hull,1,-1,-1,660024644,660024644,-1,0.522633,87.523,1,600,600,uniform-0000600-1
convex_hull,2,-1,-1,1046078086,1046078086,-1,0.828326,64.298,1,600,600,uniform-0000600-1
convex_hull,3,-1,-1,365073552,365073552,-1,0.289080,57.211,1,600,600,uniform-0000600-1
convex_hull,1,-1,-1,42757246,42757246,-1,0.515640,106.692,1,600,600,euro-night-0000600
convex_hull,2,-1,-1,74507890,74507890,-1,0.898543,102.118,1,600,600,euro-night-0000600
convex_hull,3,-1,-1,20163926,20163926,-1,0.243171,76.366,1,600,600,euro-night-0000600
convex_hull,1,-1,-1,51991740,51991740,-1,0.433984,109.949,1,600,600,us-night-0000600
convex_hull,2,-1,-1,109078804,109078804,-1,0.910500,71.402,1,600,600,us-night-0000600
convex_hull,3,-1,-1,26273688,26273688,-1,0.219311,74.39,1,600,600,us-night-0000600
convex_hull,1,-1,-1,682265468,682265468,-1,0.539427,82.924,1,600,600,uniform-0000600-2
convex_hull,2,-1,-1,1047977086,1047977086,-1,0.828573,69.023,1,600,600,uniform-0000600-2
convex_hull,3,-1,-1,378448440,378448440,-1,0.299217,67.723,1,600,600,uniform-0000600-2
convex_hull,1,-1,-1,41808746,41808746,-1,0.497888,99.503,1,700,700,euro-night-0000700
convex_hull,2,-1,-1,74723908,74723908,-1,0.889864,147.283,1,700,700,euro-night-0000700
convex_hull,3,-1,-1,26598760,26598760,-1,0.316757,128.272,1,700,700,euro-night-0000700
convex_hull,1,-1,-1,932270514,932270514,-1,0.545318,170.232,1,700,700,uniform-0000700-1
convex_hull,2,-1,-1,1401257998,1401257998,-1,0.819646,83.62,1,700,700,uniform-0000700-1
convex_hull,3,-1,-1,506137788,506137788,-1,0.296058,86.891,1,700,700,uniform-0000700-1
convex_hull,1,-1,-1,961995310,961995310,-1,0.556978,141.567,1,700,700,uniform-0000700-2
convex_hull,2,-1,-1,1437081712,1437081712,-1,0.832044,112.597,1,700,700,uniform-0000700-2
convex_hull,3,-1,-1,498778516,498778516,-1,0.288784,132.41,1,700,700,uniform-0000700-2
convex_hull,1,-1,-1,57489138,57489138,-1,0.494944,186.325,1,700,700,us-night-0000700
convex_hull,2,-1,-1,105596388,105596388,-1,0.909115,99.183,1,700,700,us-night-0000700
convex_hull,3,-1,-1,26382586,26382586,-1,0.227137,85.875,1,700,700,us-night-0000700
convex_hull,1,-1,-1,151831462,151831462,-1,0.498066,166.649,1,700,700,paris-0000700
convex_hull,2,-1,-1,260128016,260128016,-1,0.853320,124.444,1,700,700,paris-0000700
convex_hull,3,-1,-1,81013980,81013980,-1,0.265757,76.394,1,700,700,paris-0000700
convex_hull,1,-1,-1,201476118694,201476118694,-1,0.570879,151.814,1,700,700,stars-0000700
convex_hull,2,-1,-1,309882945576,309882945576,-1,0.878048,98.487,1,700,700,stars-0000700
convex_hull,3,-1,-1,106387952056,106387952056,-1,0.301449,77.736,1,700,700,stars-0000700
convex_hull,1,-1,-1,1235865604,1235865604,-1,0.548680,141.521,1,800,800,uniform-0000800-1
convex_hull,2,-1,-1,1831054054,1831054054,-1,0.812922,127.338,1,800,800,uniform-0000800-1
convex_hull,3,-1,-1,653909428,653909428,-1,0.290312,124.675,1,800,800,uniform-0000800-1
convex_hull,1,-1,-1,157661776,157661776,-1,0.513499,174.169,1,800,800,paris-0000800
convex_hull,2,-1,-1,265182954,265182954,-1,0.863692,145.579,1,800,800,paris-0000800
convex_hull,3,-1,-1,70170952,70170952,-1,0.228544,121.314,1,800,800,paris-0000800
convex_hull,1,-1,-1,186631647668,186631647668,-1,0.522507,165.109,1,800,800,stars-0000800
convex_hull,2,-1,-1,306614753246,306614753246,-1,0.858420,168.293,1,800,800,stars-0000800
convex_hull,3,-1,-1,97493274958,97493274958,-1,0.272949,111.397,1,800,800,stars-0000800
convex_hull,1,-1,-1,48013664,48013664,-1,0.572122,123.71,1,800,800,euro-night-0000800
convex_hull,2,-1,-1,74820108,74820108,-1,0.891543,187.098,1,800,800,euro-night-0000800
convex_hull,3,-1,-1,21025988,21025988,-1,0.250542,122.837,1,800,800,euro-night-0000800
convex_hull,1,-1,-1,65924310,65924310,-1,0.529233,176.697,1,800,800,us-night-0000800
convex_hull,2,-1,-1,114770662,114770662,-1,0.921366,133.621,1,800,800,us-night-0000800
convex_hull,3,-1,-1,34133704,34133704,-1,0.274022,110.745,1,800,800,us-night-0000800
convex_hull,1,-1,-1,1231777240,1231777240,-1,0.545601,166.16,1,800,800,uniform-0000800-2
convex_hull,2,-1,-1,1810929572,1810929572,-1,0.802130,121.546,1,800,800,uniform-0000800-2
